사고유형,X1_High_Risk_Prob,X2_Estimated_Compensation,X3_Accident_Frequency,TOPSIS_CC,순위
중학교-현관-쉬는시간-움직이는 물체와의 부딪힘,0.3191408197769041,257458.3333333333,24,0.1410938896836948,3930
중학교-현관-쉬는시간-이동 중 충격을 가함,0.3191408197769041,233772.7272727273,22,0.1410807445979947,3931
고등학교-화장실-쉬는시간-물체 사이에 끼임·눌림,0.3190730806903984,256333.3333333333,21,0.1410503485648919,3932
고등학교-기타 교내-체육대회-고정된 물체와의 부딪힘,0.319204307106838,646000.0,1,0.1410350991932803,3933
고등학교-기타 교내-현장학습-고정된 물체와의 부딪힘,0.319204307106838,513000.0,1,0.1410223312065071,3934
고등학교-기타 체육·집회공간-기타 학교체류-그밖의 손상 사고,0.3186972828303648,2078444.4444444445,9,0.141017478153806,3935
고등학교-운동장-체육대회-고정된 물체와의 부딪힘,0.3112372292678428,990521.3903743316,374,0.1410128572365166,3936
초등학교-기타 교외-그 밖의 교육활동 시간-넘어짐,0.3184203859059855,261148.9361702128,47,0.1409364599029682,3937
초등학교-특별교실(과학실 외)-그 밖의 교육활동 시간-스포츠 활동 중 충격을 가함,0.3188709420877072,508125.0,8,0.1409244636094726,3938
초등학교-계단-등교-움직이는 물체와의 부딪힘,0.3188779300534402,426000.0,4,0.14089882656135,3939
"초등학교-일반(교과)교실-그 밖의 교육활동 시간-긁힘, 찔림",0.3181123747987245,130158.73015873016,63,0.1408970847738404,3940
"초등학교-기타 문화·체육공간-기타(음악, 미술 등)-1미터 미만의 높이에서 떨어짐",0.3189620938651894,202000.0,1,0.1408960681221375,3941
초등학교-기타 공용공간-그 밖의 교육활동 시간-넘어짐,0.3184063972352241,276027.7777777777,36,0.1408686856163854,3942
"중학교-특별교실(과학실)-기타(음악, 미술 등)-넘어짐",0.3187939731988016,190000.0,1,0.1408277382774682,3943
중학교-청소년 수련 시설-자율활동-이동 중 충격을 가함,0.3186579937963012,536500.0,2,0.140811223421778,3944
초등학교-기타 관리·행정공간-그 밖의 교육활동 시간-넘어짐,0.3184063972352241,1426333.3333333333,3,0.1408030584218195,3945
고등학교-특별교실(과학실 외)-이론수업-고정된 물체와의 부딪힘,0.3182858655368071,889933.3333333334,15,0.140764025355543,3946
고등학교-실·내외 체육시설-이론수업-스포츠 활동 중 충격을 가함,0.3185205569007562,92000.0,1,0.1407092852018059,3947
초등학교-기타 교외-이론수업-사람과의 부딪힘,0.3182088904838389,1073000.0,1,0.1406786244689419,3948
초등학교-일반(교과)교실-그 밖의 교육활동 시간-기타 호흡 곤란,0.3184083259555639,31000.0,1,0.1406587526578033,3949
"초등학교-기타 체육·집회공간-등교-베임, 절단",0.3181497136089652,545000.0,1,0.1406036773956487,3950
고등학교-운동장-그 밖의 교육활동 시간-물건을 운반하는 중 충격을 가함,0.3180247856985123,684000.0,1,0.14056703454785,3951
초등학교-기타 체육·집회공간-등교-물체 사이에 끼임·눌림,0.3181497136089652,52000.0,1,0.1405572867253462,3952
중학교-화장실-쉬는시간-스포츠 활동 중 충격을 가함,0.3179890153470993,219000.0,1,0.1405085670553343,3953
"고등학교-현장실습/근로지(직업계고)-그 밖의 교육활동 시간-베임, 절단",0.3179004990576421,151666.66666666666,3,0.1404769987123134,3954
"중학교-급식실-기타 특별활동시간-베임, 절단",0.317881673834669,119000.0,1,0.1404563027809019,3955
고등학교-운동장-체육대회-넘어짐,0.2366087348735667,977478.9915966388,1547,0.1404367684274668,3956
중학교-청소년 수련 시설-그 밖의 교육활동 시간-그밖의 손상 사고,0.3177880759907771,120000.0,1,0.1404189559805927,3957
고등학교-운동장-기타 학교체류-그밖의 손상 사고,0.3168035372069388,2120111.111111111,27,0.1403596769622922,3958
중학교-학습지원공간-쉬는시간-고정된 물체와의 부딪힘,0.3172591078982281,187428.57142857145,14,0.1402805876634798,3959
초등학교-기타 공용공간-식사시간(간식 포함)-고정된 물체와의 부딪힘,0.3131150343575524,282133.3333333333,240,0.1402765854746512,3960
고등학교-일반(교과)교실-기타 학교체류-고정된 물체와의 부딪힘,0.3169671711647072,424000.0,22,0.1402286659821532,3961
"중학교-영화관, 공연장-기타 특별활동시간-넘어짐",0.3172340193167363,79000.0,1,0.1401934807843351,3962
고등학교-교무실-이론수업-넘어짐,0.3159397696201106,4932000.0,1,0.1401929789081585,3963
중학교-운동장-실과(기술·가정)-사람과의 부딪힘,0.3169466776623797,1117000.0,1,0.1401776929957654,3964
초등학교-급식실-이론수업-넘어짐,0.3171693579219358,70000.0,1,0.1401667726555845,3965
초등학교-강당(체육관)-식사시간(간식 포함)-넘어짐,0.3128808754950919,281096.6386554622,238,0.140163507964422,3966
초등학교-일반(교과)교실-그 밖의 교육활동 시간-그밖의 손상 사고,0.3165451053983502,257305.5555555556,36,0.140121334282408,3967
"초등학교-운동장-식사시간(간식 포함)-일사병, 열사병",0.3169861234353652,203000.0,1,0.1401057930689655,3968
중학교-학습지원공간-식사시간(간식 포함)-물체 사이에 끼임·눌림,0.3169436498759132,77333.33333333333,3,0.1400872197064118,3969
"중학교-기타 문화·체육공간-수련활동, 수학여행-고정된 물체와의 부딪힘",0.3167984928800146,102857.14285714286,7,0.1400518836588268,3970
고등학교-기타 교내-쉬는시간-물건을 운반하는 중 충격을 가함,0.3167695388328692,70000.0,1,0.1400067548306398,3971
중학교-일반(교과)교실-이론수업-넘어짐,0.3117209829664613,375842.6966292135,267,0.1399840786036231,3972
초등학교-산림·계곡-기타 특별활동시간-넘어짐,0.3166473595034887,231666.66666666663,3,0.1399829522466058,3973
고등학교-일반(교과)교실-진로활동-이동 중 충격을 가함,0.3164227756430426,795000.0,1,0.1399364273417417,3974
고등학교-청소년 수련 시설-현장학습-1미터 미만의 높이에서 떨어짐,0.3165626533430132,17000.0,1,0.1399190503667227,3975
초등학교-기타 공용공간-식사시간(간식 포함)-1미터 이상의 높이에서 떨어짐,0.3163708303722372,284300.0,10,0.1399130156649556,3976
"고등학교-기타 교내-봉사활동-긁힘, 찔림",0.3164549633383488,52000.0,2,0.1398841955266945,3977
중학교-복도-기타 특별활동시간-그밖의 손상 사고,0.3163398650027447,340000.0,2,0.1398649131885822,3978
고등학교-일반(교과)교실-진로활동-움직이는 물체와의 부딪힘,0.3164227756430426,29000.0,1,0.1398641563598665,3979
중학교-청소년 수련 시설-그 밖의 교육활동 시간-넘어짐,0.3161299457007147,446000.0,7,0.1398162569479079,3980
"중학교-전시관, 체험관-그 밖의 교육활동 시간-넘어짐",0.3161299457007147,80000.0,2,0.1397566361224809,3981
초등학교-계단-자율활동-사람과의 부딪힘,0.316037612985355,147000.0,2,0.1397258562430741,3982
초등학교-기타 체육·집회공간-기타 특별활동시간-넘어짐,0.3158171222858597,271500.0,14,0.1397108515144521,3983
"고등학교-특별교실(과학실)-기타(음악, 미술 등)-감전",0.3159233594825134,271000.0,1,0.1396866035891563,3984
중학교-현관-봉사활동-넘어짐,0.3159274250356523,102500.0,2,0.1396776056381827,3985
"고등학교-특별교실(과학실)-과학-베임, 절단",0.3152241357391151,173044.44444444444,45,0.1396353012461049,3986
초등학교-기타 공용공간-식사시간(간식 포함)-1미터 미만의 높이에서 떨어짐,0.3152880005793002,345906.25,32,0.1396031158187493,3987
"중학교-일반(교과)교실-과학-긁힘, 찔림",0.3153225731209871,104653.84615384616,26,0.1395613713881926,3988
"고등학교-숙박시설/식당-수련활동, 수학여행-사람 사이에 끼임·눌림",0.3156253422584329,36500.0,2,0.1395505206710146,3989
초등학교-계단-식사시간(간식 포함)-고정된 물체와의 부딪힘,0.2954139564608787,212460.88193456613,703,0.1395460411591259,3990
"고등학교-청소년 수련 시설-수련활동, 수학여행-사람과의 부딪힘",0.3151695020145407,316758.6206896552,29,0.1395362084137583,3991
중학교-운동장-식사시간(간식 포함)-물건을 운반하는 중 충격을 가함,0.3155021210805726,247250.0,4,0.1395307570569498,3992
고등학교-기타 교외-봉사활동-움직이는 물체와의 부딪힘,0.3154331710986577,50000.0,1,0.1394697560870489,3993
고등학교-교무실-쉬는시간-기타 호흡 곤란,0.3153664760979,87000.0,1,0.1394464414007967,3994
"고등학교-특별교실(과학실 외)-진로활동-베임, 절단",0.3152476679843788,366333.3333333333,3,0.1394348633199171,3995
초등학교-운동장-동아리활동-사람 사이에 끼임·눌림,0.3153150132987896,136000.0,1,0.139430344573665,3996
중학교-교통구역(스쿨존 내)-자전거도로-동아리활동-1미터 이상의 높이에서 떨어짐,0.3152765590498869,295000.0,1,0.1394297081180533,3997
"고등학교-기타 교내-수련활동, 수학여행-고정된 물체와의 부딪힘",0.3152912616072898,56000.0,1,0.1394134517372936,3998
고등학교-특별교실(과학실 외)-진로활동-물체 사이에 끼임·눌림,0.3152476679843788,156000.0,1,0.1394052094722153,3999
초등학교-청소년 수련 시설-그 밖의 교육활동 시간-고정된 물체와의 부딪힘,0.3151310347858446,251000.0,2,0.1393723045052422,4000
"초등학교-공원, 유원 시설-그 밖의 교육활동 시간-1미터 미만의 높이에서 떨어짐",0.3151208485530611,94000.0,1,0.1393486655931675,4001
초등학교-운동장-기타 특별활동시간-1미터 이상의 높이에서 떨어짐,0.3150282667233878,126000.0,1,0.1393145154766756,4002
중학교-특별교실(과학실 외)-기타 특별활동시간-넘어짐,0.3150196530418614,127000.0,1,0.1393111557773888,4003
중학교-복도-그 밖의 교육활동 시간-그밖의 손상 사고,0.3147348971592907,559857.1428571428,14,0.1393041211668428,4004
중학교-계단-식사시간(간식 포함)-1미터 미만의 높이에서 떨어짐,0.3127223223116254,421957.1428571429,140,0.1392863513077716,4005
초등학교-기타 체육·집회공간-식사시간(간식 포함)-그밖의 손상 사고,0.3147162221899547,205294.11764705885,17,0.1392791337338181,4006
중학교-일반(교과)교실-과학-화학물질 접촉·흡입·섭취,0.3149407300228907,102000.0,1,0.1392772202043268,4007
고등학교-화장실-식사시간(간식 포함)-물체 사이에 끼임·눌림,0.3146730205050857,707142.8571428572,7,0.1392570957136501,4008
"중학교-기타 자연-수련활동, 수학여행-넘어짐",0.3147963665695409,107000.0,1,0.13921982074001,4009
고등학교-운동장-하교-고정된 물체와의 부딪힘,0.3112372292678428,9923795.454545457,44,0.1392139426764054,4010
초등학교-어린이 놀이시설-식사시간(간식 포함)-고정된 물체와의 부딪힘,0.3145864128683249,205500.0,14,0.1392112967136692,4011
"중학교-교무실-쉬는시간-긁힘, 찔림",0.3147553080571291,22500.0,2,0.13920060923763,4012
초등학교-승강기-쉬는시간-고정된 물체와의 부딪힘,0.3144398047780282,431000.0,2,0.139112035024028,4013
초등학교-강당(체육관)-이론수업-고온의 물체·물질 접촉·흡입·섭취,0.314432535235077,151000.0,3,0.1390880605873969,4014
초등학교-현관-그 밖의 교육활동 시간-사람과의 부딪힘,0.3143625557604217,109000.0,1,0.1390461017647324,4015
"고등학교-숙박시설/식당-수련활동, 수학여행-스포츠 활동 중 충격을 가함",0.3142230272092689,471800.0,5,0.1390440673267693,4016
중학교-화장실-그 밖의 교육활동 시간-움직이는 물체와의 부딪힘,0.3141933857770587,654666.6666666666,3,0.1390393973552764,4017
고등학교-기타 교외-현장학습-고정된 물체와의 부딪힘,0.3135052206211307,323211.53846153844,52,0.1390001579954907,4018
"중학교-특별교실(과학실 외)-기타(음악, 미술 등)-화학물질 접촉·흡입·섭취",0.3142080702934309,31333.33333333333,3,0.1389870547634329,4019
초등학교-운동장-자율활동-넘어짐,0.3124837458608618,295823.00884955755,113,0.138981723995898,4020
"고등학교-화장실-쉬는시간-베임, 절단",0.3140149511549547,304600.0,10,0.1389704963590237,4021
초등학교-운동장-기타 특별활동시간-1미터 미만의 높이에서 떨어짐,0.313910970562487,108750.0,4,0.138880047475866,4022
중학교-교통구역(스쿨존 내)-인도-식사시간(간식 포함)-고정된 물체와의 부딪힘,0.3138689149399597,293500.0,2,0.1388702141290809,4023
"초등학교-교통구역(스쿨존 외)-기타 교통구역-수련활동, 수학여행-넘어짐",0.3137784968640451,170000.0,1,0.1388175055593598,4024
고등학교-특별교실(과학실 외)-자율활동-넘어짐,0.3137637084707423,38250.0,4,0.1388145129726018,4025
고등학교-기타 교외-하교-고정된 물체와의 부딪힘,0.3135052206211307,1110000.0,4,0.1388122556519233,4026
중학교-청소년 수련 시설-그 밖의 교육활동 시간-이동 중 충격을 가함,0.3135621449822671,748750.0,4,0.1388001439583149,4027
중학교-계단-식사시간(간식 포함)-1미터 이상의 높이에서 떨어짐,0.3131921748677693,885760.0,25,0.1387747299246648,4028
고등학교-현장실습/근로지(직업계고)-방과후과정-고온의 물체·물질 접촉·흡입·섭취,0.3135574427732812,472500.0,2,0.1387619977209351,4029
중학교-운동장-방과후과정-사람 사이에 끼임·눌림,0.3135934780740411,153666.66666666666,3,0.1387517918211893,4030
중학교-청소년 수련 시설-그 밖의 교육활동 시간-움직이는 물체와의 부딪힘,0.3135621449822671,45833.333333333336,6,0.1387444653933583,4031
고등학교-기타 공용공간-이론수업-사람과의 부딪힘,0.3135873296889152,70000.0,1,0.1387316313922253,4032
"중학교-기타 공용공간-쉬는시간-긁힘, 찔림",0.3134289296481568,132777.77777777778,9,0.1387142998654496,4033
고등학교-기타 교외-체육-고정된 물체와의 부딪힘,0.3135052206211307,162000.0,1,0.1387071464204579,4034
고등학교-기타 교외-체육대회-고정된 물체와의 부딪힘,0.3135052206211307,8500.0,2,0.1386980643067315,4035
고등학교-기타 교외-학교축제-고정된 물체와의 부딪힘,0.3135052206211307,43000.0,1,0.1386962232481838,4036
초등학교-기타 체육·집회공간-자율활동-1미터 미만의 높이에서 떨어짐,0.3134586977556884,169000.0,1,0.1386891274843257,4037
고등학교-복도-봉사활동-동물에게 물림(사람 포함),0.3133161298917952,84000.0,1,0.1386241178358016,4038
"고등학교-복도-수련활동, 수학여행-고정된 물체와의 부딪힘",0.3131482083063621,366000.0,1,0.1385828100582821,4039
중학교-화장실-쉬는시간-1미터 이상의 높이에서 떨어짐,0.3131694309744592,19000.0,1,0.1385593175366652,4040
고등학교-기타 교외-실과(기술·가정)-고온의 물체·물질 접촉·흡입·섭취,0.313033762893725,18000.0,3,0.1385147797508011,4041
고등학교-실·내외 체육시설-진로활동-사람과의 부딪힘,0.3120080003504009,2341814.814814815,27,0.1384564398322013,4042
고등학교-급식실-쉬는시간-고정된 물체와의 부딪힘,0.3127337185047875,523000.0,2,0.1384361343600986,4043
고등학교-실·내외 체육시설-기타 학교체류-동물에게 물림(사람 포함),0.3128336305322092,71000.0,1,0.138429316633225,4044
중학교-강당(체육관)-그 밖의 교육활동 시간-물체 사이에 끼임·눌림,0.3124475630434245,395307.6923076923,13,0.1383652826927991,4045
중학교-특별교실(과학실 외)-기타 특별활동시간-고온의 물체·물질 접촉·흡입·섭취,0.3126294024273878,83333.33333333333,3,0.1383584555594339,4046
초등학교-계단-그 밖의 교육활동 시간-1미터 이상의 높이에서 떨어짐,0.3124721546658136,677666.6666666666,3,0.138350736554664,4047
"고등학교-청소년 수련 시설-수련활동, 수학여행-스포츠 활동 중 충격을 가함",0.3118725571281359,473222.2222222223,45,0.1383169378113928,4048
초등학교-강당(체육관)-쉬는시간-곤충·식물 등에 쏘임,0.3125444889669258,85000.0,1,0.1383145439019863,4049
"고등학교-기타 자연-수련활동, 수학여행-넘어짐",0.3122826323227,270000.0,7,0.1382565738960866,4050
중학교-현장실습/근로지(직업계고)-과학-고온의 물체·물질 접촉·흡입·섭취,0.3122550103906925,41000.0,1,0.1381943182268426,4051
초등학교-계단-그 밖의 교육활동 시간-1미터 미만의 높이에서 떨어짐,0.3119609138214341,175263.15789473685,19,0.1381808287772693,4052
초등학교-특별교실(과학실 외)-그 밖의 교육활동 시간-고정된 물체와의 부딪힘,0.3117911311604679,137038.46153846153,26,0.1381465837105213,4053
초등학교-특별교실(과학실)-그 밖의 교육활동 시간-고정된 물체와의 부딪힘,0.3119311678087449,102500.0,6,0.1380949390869221,4054
"중학교-학습지원공간-식사시간(간식 포함)-베임, 절단",0.3119038146646515,32000.0,1,0.1380524857665845,4055
고등학교-계단-기타 학교체류-고정된 물체와의 부딪힘,0.3115705732023835,395333.3333333333,9,0.1379923412636458,4056
"중학교-기타 보건·위생공간-쉬는시간-베임, 절단",0.3117047622048124,195000.0,1,0.1379874467494212,4057
고등학교-운동장-체육-곤충·식물 등에 쏘임,0.3117168962858419,76000.0,1,0.1379814268683363,4058
고등학교-기타 자연-기타 특별활동시간-이동 중 충격을 가함,0.3114485789102214,1175000.0,1,0.1379774335288227,4059
초등학교-학습지원공간-돌봄교실-사람과의 부딪힘,0.3114951570389444,145437.5,16,0.1379751263885465,4060
고등학교-운동장-학교축제-고정된 물체와의 부딪힘,0.3112372292678428,1834500.0,4,0.1379732156735137,4061
중학교-기타 보건·위생공간-쉬는시간-물체 사이에 끼임·눌림,0.3117047622048124,20000.0,1,0.1379714566859908,4062
중학교-화장실-쉬는시간-1미터 미만의 높이에서 떨어짐,0.3115951027576533,174500.0,4,0.1379564746391033,4063
고등학교-기타 공용공간-동아리활동-고온의 물체·물질 접촉·흡입·섭취,0.3116045175417498,109000.0,1,0.13793930201783,4064
초등학교-놀이터-쉬는시간-고온의 물체·물질 접촉·흡입·섭취,0.3114775200170405,365000.0,3,0.1379218196154141,4065
고등학교-운동장-현장학습-고정된 물체와의 부딪힘,0.3112372292678428,1054000.0,1,0.1378806955057492,4066
"고등학교-교통구역(스쿨존 내)-인도-그 밖의 교육활동 시간-베임, 절단",0.3113204021916333,572000.0,2,0.1378730504704796,4067
중학교-일반(교과)교실-자습시간-사람 사이에 끼임·눌림,0.311370155040404,30000.0,1,0.1378379651477256,4068
고등학교-일반(교과)교실-자율활동-스포츠 활동 중 충격을 가함,0.3109130852385354,285000.0,4,0.1376925869446802,4069
"고등학교-산림·계곡-수련활동, 수학여행-이동 중 충격을 가함",0.3106489797342657,467444.4444444445,9,0.1376285974936898,4070
초등학교-교통구역(스쿨존 내)-인도-하교-고온의 물체·물질 접촉·흡입·섭취,0.3106565413381215,251000.0,1,0.1375714103673808,4071
"초등학교-교통구역(스쿨존 외)-인도-등교-긁힘, 찔림",0.310595444955929,190833.3333333333,6,0.1375662839062216,4072
고등학교-실·내외 체육시설-이론수업-고정된 물체와의 부딪힘,0.3095031678322983,4184000.0,1,0.1375153268141629,4073
고등학교-기타 교내-이론수업-고정된 물체와의 부딪힘,0.3103850447025235,246400.0,5,0.1374817652777884,4074
고등학교-복도-이론수업-이동 중 충격을 가함,0.3100510969705002,1480500.0,4,0.1374604218548547,4075
중학교-기타 교내-그 밖의 교육활동 시간-물건을 운반하는 중 충격을 가함,0.3104018450709721,144000.0,1,0.1374592247642019,4076
고등학교-현관-식사시간(간식 포함)-스포츠 활동 중 충격을 가함,0.3101267480382784,790666.6666666666,3,0.1374187944056538,4077
중학교-현관-기타 활동시간-넘어짐,0.3102881313944584,191000.0,1,0.1374178053128893,4078
중학교-강당(체육관)-그 밖의 교육활동 시간-물건을 운반하는 중 충격을 가함,0.309462214882262,2839000.0,1,0.1373488016109278,4079
고등학교-숙박시설/식당-그 밖의 교육활동 시간-물체 사이에 끼임·눌림,0.3101279525831767,123000.0,1,0.1373471967906366,4080
고등학교-운동장-하교-교통사고,0.3101039051375344,88000.0,2,0.1373392905511611,4081
고등학교-복도-이론수업-움직이는 물체와의 부딪힘,0.3100510969705002,50000.0,1,0.1373096643539002,4082
"중학교-청소년 수련 시설-수련활동, 수학여행-스포츠 활동 중 충격을 가함",0.3094252454397789,218348.83720930232,43,0.1372966862334337,4083
중학교-강당(체육관)-쉬는시간-움직이는 물체와의 부딪힘,0.297598670759477,216389.4324853229,511,0.1372610068063696,4084
"초등학교-강당(체육관)-수련활동, 수학여행-고정된 물체와의 부딪힘",0.3098132602628885,42500.0,2,0.1372182929839255,4085
"고등학교-숙박시설/식당-그 밖의 교육활동 시간-긁힘, 찔림",0.3098124681672886,88000.0,1,0.1372171570900593,4086
"고등학교-화장실-식사시간(간식 포함)-베임, 절단",0.309652923255387,129888.88888888888,9,0.1371968419578431,4087
고등학교-현관-그 밖의 교육활동 시간-그밖의 손상 사고,0.3095527754427947,847500.0,2,0.1371883115513872,4088
초등학교-기타 체육·집회공간-기타 학교체류-고온의 물체·물질 접촉·흡입·섭취,0.309670604890978,148500.0,2,0.137170547241686,4089
고등학교-복도-이론수업-물체 사이에 끼임·눌림,0.3096304527664562,30000.0,1,0.1371387044332082,4090
고등학교-특별교실(과학실)-과학-고정된 물체와의 부딪힘,0.3094230530641851,91461.53846153848,13,0.1371213167862462,4091
초등학교-강당(체육관)-동아리활동-고정된 물체와의 부딪힘,0.3059914374239748,176266.66666666666,210,0.1371191377704305,4092
고등학교-특별교실(과학실 외)-과학-고정된 물체와의 부딪힘,0.3094230530641851,145500.0,4,0.1370806288622641,4093
초등학교-운동장-봉사활동-1미터 미만의 높이에서 떨어짐,0.3093140842714903,327250.0,4,0.1370534352112907,4094
중학교-학습지원공간-식사시간(간식 포함)-넘어짐,0.309126576885997,574000.0,6,0.1370108972611302,4095
"고등학교-기숙사-쉬는시간-긁힘, 찔림",0.3091160888264078,308100.0,10,0.137002220819174,4096
초등학교-교통구역(스쿨존 외)-인도-등교-그밖의 손상 사고,0.3092383192894207,91666.66666666669,3,0.1369964436054226,4097
초등학교-교통구역(스쿨존 외)-기타 교통구역-등교-교통사고,0.3092372608460929,136000.0,2,0.1369950906562152,4098
고등학교-기타 공용공간-자율활동-고정된 물체와의 부딪힘,0.3090879270861261,446000.0,2,0.1369634792956394,4099
"고등학교-기타 공용공간-쉬는시간-긁힘, 찔림",0.3091160888264078,99500.0,4,0.136952945519381,4100
초등학교-교통구역(스쿨존 내)-인도-등교-그밖의 손상 사고,0.2988452410225638,24410043.47826087,23,0.1369282168096871,4101
고등학교-기타 관리·행정공간-자율활동-고정된 물체와의 부딪힘,0.3090879270861261,54000.0,1,0.1369226425748506,4102
"고등학교-전시관, 체험관-수련활동, 수학여행-이동 중 충격을 가함",0.3088429741257793,612857.1428571428,7,0.1369053999503899,4103
중학교-복도-식사시간(간식 포함)-감전,0.3090125971808042,38000.0,1,0.1368908894727085,4104
"고등학교-전시관, 체험관-수련활동, 수학여행-움직이는 물체와의 부딪힘",0.3088429741257793,299333.3333333333,6,0.1368712681407787,4105
중학교-기타 교외-봉사활동-넘어짐,0.3088612641741766,91000.0,4,0.136849632598153,4106
중학교-기타 관리·행정공간-그 밖의 교육활동 시간-이동 중 충격을 가함,0.3086826225605398,924000.0,1,0.1368404150383678,4107
초등학교-기타 공용공간-쉬는시간-사람 사이에 끼임·눌림,0.3085421749165639,155111.11111111112,9,0.1367521127529035,4108
고등학교-일반(교과)교실-이론수업-곤충·식물 등에 쏘임,0.3086196466789602,47000.0,4,0.1367484116331865,4109
초등학교-기타 교내-쉬는시간-사람 사이에 끼임·눌림,0.3084967853639843,489000.0,1,0.1367245969884776,4110
"고등학교-전시관, 체험관-진로활동-움직이는 물체와의 부딪힘",0.3084108377240147,405000.0,1,0.1366822142769129,4111
"고등학교-전시관, 체험관-진로활동-이동 중 충격을 가함",0.3084108377240147,347000.0,1,0.1366768675117677,4112
초등학교-기타 체육·집회공간-이론수업-사람과의 부딪힘,0.3084262980421808,116500.0,2,0.1366669679211623,4113
초등학교-기타 공용공간-기타 활동시간-고정된 물체와의 부딪힘,0.3084401462475156,108000.0,1,0.1366668488749208,4114
고등학교-기타 공용공간-그 밖의 교육활동 시간-스포츠 활동 중 충격을 가함,0.308080543770275,1425000.0,1,0.1366465339222614,4115
"초등학교-강당(체육관)-기타 특별활동시간-긁힘, 찔림",0.3081916850770286,94714.28571428572,7,0.1365954284935178,4116
"중학교-특별교실(과학실 외)-기타(음악, 미술 등)-그밖의 손상 사고",0.3079975782563024,168950.0,20,0.1365908397336274,4117
고등학교-학습지원공간-식사시간(간식 포함)-스포츠 활동 중 충격을 가함,0.3082427115721204,57000.0,1,0.136582765819571,4118
중학교-특별교실(과학실 외)-기타 특별활동시간-곤충·식물 등에 쏘임,0.3081574141926583,82000.0,1,0.1365506845024882,4119
초등학교-실·내외 체육시설-쉬는시간-넘어짐,0.3080423863291003,305000.0,6,0.1365494491663945,4120
고등학교-학습지원공간-그 밖의 교육활동 시간-넘어짐,0.3081361331459548,71000.0,2,0.1365460426531135,4121
중학교-기타 체육·집회공간-자율활동-사람과의 부딪힘,0.3081139536196874,100000.0,2,0.1365397332707332,4122
"고등학교-기타 자연-수련활동, 수학여행-스포츠 활동 중 충격을 가함",0.3079541387132027,766000.0,1,0.136532023622921,4123
고등학교-기숙사-그 밖의 교육활동 시간-스포츠 활동 중 충격을 가함,0.308080543770275,48000.0,1,0.1365166701625272,4124
중학교-숙박시설/식당-기타 특별활동시간-물체 사이에 끼임·눌림,0.3080623166327243,126000.0,1,0.136516378105772,4125
"고등학교-특별교실(과학실)-쉬는시간-긁힘, 찔림",0.3078885124785795,292636.36363636365,11,0.1365115842620158,4126
"고등학교-현장실습/근로지(직업계고)-기타(음악, 미술 등)-넘어짐",0.3072896944939554,2983000.0,2,0.1364934216902427,4127
중학교-기타 공용공간-식사시간(간식 포함)-고정된 물체와의 부딪힘,0.3067057268948533,309089.88764044945,89,0.1364898684394345,4128
"초등학교-공원, 유원 시설-기타(음악, 미술 등)-물체 사이에 끼임·눌림",0.3079229274495085,278333.3333333333,3,0.1364839723712076,4129
"중학교-현관-그 밖의 교육활동 시간-긁힘, 찔림",0.3077411964494304,96000.0,1,0.1363843636885212,4130
"초등학교-교통구역(스쿨존 내)-기타 교통구역-등교-베임, 절단",0.307630196917532,572000.0,1,0.1363833302336667,4131
"고등학교-청소년 수련 시설-수련활동, 수학여행-고정된 물체와의 부딪힘",0.3069871225325052,339062.5,48,0.1363535590045607,4132
"중학교-공원, 유원 시설-수련활동, 수학여행-스포츠 활동 중 충격을 가함",0.307603387084756,32000.0,1,0.1363231008757851,4133
"초등학교-교통구역(스쿨존 내)-인도-등교-베임, 절단",0.3074607607606284,365400.0,5,0.1363157173762415,4134
고등학교-일반(교과)교실-자율활동-움직이는 물체와의 부딪힘,0.3075066761500754,154000.0,5,0.1363149166045776,4135
고등학교-일반(교과)교실-자율활동-이동 중 충격을 가함,0.3075066761500754,174000.0,4,0.1363117635476153,4136
중학교-교무실-식사시간(간식 포함)-이동 중 충격을 가함,0.3075272830910028,136500.0,2,0.1363067869377636,4137
중학교-교무실-식사시간(간식 포함)-움직이는 물체와의 부딪힘,0.3075272830910028,63000.0,1,0.1362952404866454,4138
초등학교-복도-그 밖의 교육활동 시간-고정된 물체와의 부딪힘,0.3063472936072655,205064.93506493507,77,0.136258329290207,4139
"중학교-청소년 수련 시설-수련활동, 수학여행-베임, 절단",0.3071871930902629,856000.0,4,0.1362463253102006,4140
고등학교-특별교실(과학실 외)-체육-사람과의 부딪힘,0.3073274134003687,199500.0,2,0.1362319900829265,4141
"고등학교-화장실-기타(음악, 미술 등)-넘어짐",0.3072896944939554,381000.0,1,0.1362284732003881,4142
고등학교-일반(교과)교실-자율활동-사람 사이에 끼임·눌림,0.307168065211639,413500.0,4,0.1361972415711254,4143
초등학교-보건실-쉬는시간-고온의 물체·물질 접촉·흡입·섭취,0.3072330810428075,68500.0,2,0.1361821418813757,4144
중학교-운동장-기타 학교체류-고온의 물체·물질 접촉·흡입·섭취,0.306766199886975,1917000.0,1,0.1361658062974297,4145
고등학교-기타 교내-이론수업-물체 사이에 끼임·눌림,0.3068152361753551,1573666.6666666667,3,0.1361610298865906,4146
초등학교-교통구역(스쿨존 외)-기타 교통구역-그 밖의 교육활동 시간-사람과의 부딪힘,0.3071473000036149,27000.0,1,0.136138950604532,4147
고등학교-화장실-그 밖의 교육활동 시간-움직이는 물체와의 부딪힘,0.3066390053394368,1888000.0,1,0.1361115640724163,4148
